Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


PPFAS Mutual Fund
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;08-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;09-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;10-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;11-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;12-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;14-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;15-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;16-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;17-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;18-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;19-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;21-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;22-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;23-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;24-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;25-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;26-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;28-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;29-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;30-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;31-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;01-Aug-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;02-Aug-2019
